sim_id,TSI,Stability_Label,Instability_Time,Max_Angle_Separation,Post_Fault_Samples
sim_0690,0.3883041996475844,0,,79.309163,451
sim_0691,0.3438106868172373,0,,87.894878,451
sim_0692,0.4788646153299985,0,,63.429991,451
sim_0693,0.4758290561962499,0,,63.93069,451
sim_0694,0.47304988940095927,0,,64.390908,451
sim_0695,0.4703707729826967,0,,64.836205,451
sim_0696,0.4677954366932999,0,,65.265785,451
sim_0697,0.4653331960913117,0,,65.67791199999999,451
sim_0698,0.4607773490955321,0,,66.444128,451
sim_0699,0.46849794724178817,0,,65.148453,451
sim_0700,0.4329816171505641,0,,71.224437,451
sim_0701,0.3714856774798281,0,,82.48907,451
sim_0702,0.3009385234309454,0,,96.723299,451
sim_0703,0.21766013488176902,0,,115.648999,69
sim_0704,-0.15771774132298014,1,1.74,247.410166,55
sim_0705,-0.3163306409611039,1,1.6,346.57033,77
sim_0706,-0.32213764188372324,1,1.5,351.081267,262
sim_0713,0.4817716404186736,0,,62.952416,21
sim_0714,0.4329816171505641,0,,71.224437,451
sim_0715,0.3714856774798281,0,,82.48907,451
sim_0716,0.3009385234309454,0,,96.723299,451
sim_0717,0.21766013488176902,0,,115.648999,69
sim_0718,-0.15771774132298014,1,1.74,247.410166,55
sim_0719,-0.3163306409611039,1,1.6,346.57033,77
sim_0720,-0.32213764188372324,1,1.5,351.081267,262
sim_0727,0.4817716404186736,0,,62.952416,21
sim_0728,0.4329816171505641,0,,71.224437,451
sim_0729,0.3714856774798281,0,,82.48907,451
sim_0730,0.3009385234309454,0,,96.723299,451
sim_0731,0.21766013488176902,0,,115.648999,69
sim_0732,-0.15771774132298014,1,1.74,247.410166,55
sim_0733,-0.3163306409611039,1,1.6,346.57033,77
sim_0734,-0.32213764188372324,1,1.5,351.081267,262
sim_0741,0.4817716404186736,0,,62.952416,21
sim_0742,0.4329816171505641,0,,71.224437,451
sim_0743,0.3714856774798281,0,,82.48907,451
sim_0744,0.3009385234309454,0,,96.723299,451
sim_0745,0.21766013488176902,0,,115.648999,69
sim_0746,-0.15771774132298014,1,1.74,247.410166,55
sim_0747,-0.3163306409611039,1,1.6,346.57033,77
sim_0748,-0.32213764188372324,1,1.5,351.081267,262
sim_0755,0.4817716404186736,0,,62.952416,21
sim_0756,0.38831531969781957,0,,79.307086,451
sim_0757,0.42167609079292667,0,,73.222237,451
sim_0758,0.3416127585852847,0,,88.333763,451
sim_0759,0.2257330102160386,0,,113.701807,68
sim_0760,-0.3275720905478871,1,1.56,355.373376,104
sim_0761,-0.3241506330666001,1,1.4,352.663072,75
sim_0762,-0.3200261981817417,1,1.38,349.432162,82
sim_0763,-0.3234310870105904,1,1.38,352.096573,164
sim_0768,0.43303567590083003,0,,71.21496,451
sim_0769,0.424753896619786,0,,72.675217,451
sim_0770,0.4817737689797058,0,,62.952067,21
sim_0771,0.42167609079292667,0,,73.222237,451
sim_0772,0.3416127585852847,0,,88.333763,451
sim_0773,0.2257330102160386,0,,113.701807,68
sim_0774,-0.3275720905478871,1,1.56,355.373376,104
sim_0775,-0.3241506330666001,1,1.4,352.663072,75
sim_0776,-0.3200261981817417,1,1.38,349.432162,82
sim_0777,-0.3234310870105904,1,1.38,352.096573,164
sim_0782,0.43303567590083003,0,,71.21496,451
sim_0783,0.424753896619786,0,,72.675217,451
sim_0784,0.4817737689797058,0,,62.952067,21
sim_0785,0.42167609079292667,0,,73.222237,451
sim_0786,0.3416127585852847,0,,88.333763,451
sim_0787,0.2257330102160386,0,,113.701807,68
sim_0788,-0.3275720905478871,1,1.56,355.373376,104
sim_0789,-0.3241506330666001,1,1.4,352.663072,75
sim_0790,-0.3200261981817417,1,1.38,349.432162,82
sim_0791,-0.3234310870105904,1,1.38,352.096573,164
sim_0796,0.43303567590083003,0,,71.21496,451
sim_0797,0.424753896619786,0,,72.675217,451
sim_0798,0.4817737689797058,0,,62.952067,21
sim_0799,0.42167609079292667,0,,73.222237,451
sim_0800,0.3416127585852847,0,,88.333763,451
sim_0801,0.2257330102160386,0,,113.701807,68
sim_0802,-0.3275720905478871,1,1.56,355.373376,104
sim_0803,-0.3241506330666001,1,1.4,352.663072,75
sim_0804,-0.3200261981817417,1,1.38,349.432162,82
sim_0805,-0.3234310870105904,1,1.38,352.096573,164
sim_0810,0.43303567590083003,0,,71.21496,451
sim_0811,0.424753896619786,0,,72.675217,451
sim_0812,0.4817737689797058,0,,62.952067,21
sim_0813,0.4724318306190334,0,,64.493492,451
sim_0814,0.45081206081828346,0,,68.136895,451
sim_0815,0.4099243565008304,0,,75.332847,451
sim_0816,0.36497808539058724,0,,83.740498,134
sim_0817,0.31528892356250304,0,,93.704122,451
sim_0818,-0.06266784103971382,1,2.58,204.06876,99
sim_0819,-0.3293533647311334,1,1.66,356.79535699999997,131
sim_0820,-0.32980593316999013,1,1.56,357.15784399999995,137
sim_0823,0.455437022922652,0,,67.348387,451
sim_0827,0.48177394585181454,0,,62.952038,21
sim_0828,0.45081206081828346,0,,68.136895,451
sim_0829,0.4099243565008304,0,,75.332847,451
sim_0830,0.36497808539058724,0,,83.740498,134
sim_0831,0.31528892356250304,0,,93.704122,451
sim_0832,-0.06266784103971382,1,2.58,204.06876,99
sim_0833,-0.3293533647311334,1,1.66,356.79535699999997,131
sim_0834,-0.32980593316999013,1,1.56,357.15784399999995,137
sim_0837,0.455437022922652,0,,67.348387,451
sim_0841,0.48177394585181454,0,,62.952038,21
sim_0842,0.45081206081828346,0,,68.136895,451
sim_0843,0.4099243565008304,0,,75.332847,451
sim_0844,0.36497808539058724,0,,83.740498,134
sim_0845,0.31528892356250304,0,,93.704122,451
sim_0846,-0.06266784103971382,1,2.58,204.06876,99
sim_0847,-0.3293533647311334,1,1.66,356.79535699999997,131
sim_0848,-0.32980593316999013,1,1.56,357.15784399999995,137
sim_0851,0.455437022922652,0,,67.348387,451
sim_0855,0.48177394585181454,0,,62.952038,21
sim_0856,0.45081206081828346,0,,68.136895,451
sim_0857,0.4099243565008304,0,,75.332847,451
sim_0858,0.36497808539058724,0,,83.740498,134
sim_0859,0.31528892356250304,0,,93.704122,451
sim_0860,-0.06266784103971382,1,2.58,204.06876,99
sim_0861,-0.3293533647311334,1,1.66,356.79535699999997,131
sim_0862,-0.32980593316999013,1,1.56,357.15784399999995,137
sim_0865,0.455437022922652,0,,67.348387,451
sim_0869,0.48177394585181454,0,,62.952038,21
sim_0870,0.47657517460983373,0,,63.807431,451
sim_0871,0.437442812236117,0,,70.444746,451
sim_0872,0.3819493173619506,0,,80.501594,451
sim_0873,0.3207850389659653,0,,92.565171,451
sim_0874,0.25327279134534925,0,,107.247918,161
sim_0875,-0.07335845082768505,1,2.1,208.49973899999998,74
sim_0876,-0.32406796745931016,1,1.7,352.597928,102
sim_0877,-0.32268357486277127,1,1.58,351.509331,137
sim_0885,0.437442812236117,0,,70.444746,451
sim_0886,0.3819493173619506,0,,80.501594,451
sim_0887,0.3207850389659653,0,,92.565171,451
sim_0888,0.25327279134534925,0,,107.247918,161
sim_0889,-0.07335845082768505,1,2.1,208.49973899999998,74
sim_0890,-0.32406796745931016,1,1.7,352.597928,102
sim_0891,-0.32268357486277127,1,1.58,351.509331,137
sim_0899,0.437442812236117,0,,70.444746,451
sim_0900,0.3819493173619506,0,,80.501594,451
sim_0901,0.3207850389659653,0,,92.565171,451
sim_0902,0.25327279134534925,0,,107.247918,161
sim_0903,-0.07335845082768505,1,2.1,208.49973899999998,74
sim_0904,-0.32406796745931016,1,1.7,352.597928,102
sim_0905,-0.32268357486277127,1,1.58,351.509331,137
sim_0913,0.437442812236117,0,,70.444746,451
sim_0914,0.3819493173619506,0,,80.501594,451
sim_0915,0.3207850389659653,0,,92.565171,451
sim_0916,0.25327279134534925,0,,107.247918,161
sim_0917,-0.07335845082768505,1,2.1,208.49973899999998,74
sim_0918,-0.32406796745931016,1,1.7,352.597928,102
sim_0919,-0.32268357486277127,1,1.58,351.509331,137
sim_0927,0.4817727077479396,0,,62.952241,451
sim_0929,0.41428131688101977,0,,74.546246,451
sim_0930,0.3385771697342215,0,,88.94228299999999,451
sim_0931,-0.32567176452381597,1,1.8,353.864639,59
sim_0932,-0.3258165903285671,1,1.56,353.979322,81
sim_0933,-0.3308582672829105,1,1.5,358.002612,86
sim_0934,-0.3209454941414658,1,1.46,350.148901,84
sim_0937,0.4572547826373338,0,,67.039848,451
sim_0941,0.4817723662024072,0,,62.952297,21
sim_0943,0.41428131688101977,0,,74.546246,451
sim_0944,0.3385771697342215,0,,88.94228299999999,451
sim_0945,-0.32567176452381597,1,1.8,353.864639,59
sim_0946,-0.3258165903285671,1,1.56,353.979322,81
sim_0947,-0.3308582672829105,1,1.5,358.002612,86
sim_0948,-0.3209454941414658,1,1.46,350.148901,84
sim_0951,0.4572547826373338,0,,67.039848,451
sim_0955,0.4817723662024072,0,,62.952297,21
sim_0957,0.41428131688101977,0,,74.546246,451
sim_0958,0.3385771697342215,0,,88.94228299999999,451
sim_0959,-0.32567176452381597,1,1.8,353.864639,59
sim_0960,-0.3258165903285671,1,1.56,353.979322,81
sim_0961,-0.3308582672829105,1,1.5,358.002612,86
sim_0962,-0.3209454941414658,1,1.46,350.148901,84
sim_0965,0.4572547826373338,0,,67.039848,451
sim_0969,0.4817723662024072,0,,62.952297,21
sim_0971,0.41428131688101977,0,,74.546246,451
sim_0972,0.3385771697342215,0,,88.94228299999999,451
sim_0973,-0.32567176452381597,1,1.8,353.864639,59
sim_0974,-0.3258165903285671,1,1.56,353.979322,81
sim_0975,-0.3308582672829105,1,1.5,358.002612,86
sim_0976,-0.3209454941414658,1,1.46,350.148901,84
sim_0979,0.4572547826373338,0,,67.039848,451
sim_0983,0.4817723662024072,0,,62.952297,21
sim_0984,0.47543373325456484,0,,63.996048,451
sim_0986,0.4158136163491266,0,,74.270757,451
sim_0987,0.34633279981779624,0,,87.39302500000001,451
sim_0988,0.208833892140305,0,,117.80766600000001,451
sim_0989,-0.32554152060542313,1,1.58,353.761545,95
sim_0990,-0.3269456197505953,1,1.5,354.87505699999997,174
sim_0991,-0.331439103459392,1,1.46,358.470021,224
sim_1000,0.4158136163491266,0,,74.270757,451
sim_1001,0.34633279981779624,0,,87.39302500000001,451
sim_1002,0.208833892140305,0,,117.80766600000001,451
sim_1003,-0.32554152060542313,1,1.58,353.761545,95
sim_1004,-0.3269456197505953,1,1.5,354.87505699999997,174
sim_1005,-0.331439103459392,1,1.46,358.470021,224
sim_1014,0.4158136163491266,0,,74.270757,451
sim_1015,0.34633279981779624,0,,87.39302500000001,451
sim_1016,0.208833892140305,0,,117.80766600000001,451
sim_1017,-0.32554152060542313,1,1.58,353.761545,95
sim_1018,-0.3269456197505953,1,1.5,354.87505699999997,174
sim_1019,-0.331439103459392,1,1.46,358.470021,224
sim_1028,0.4158136163491266,0,,74.270757,451
sim_1029,0.34633279981779624,0,,87.39302500000001,451
sim_1030,0.208833892140305,0,,117.80766600000001,451
sim_1031,-0.32554152060542313,1,1.58,353.761545,95
sim_1032,-0.3269456197505953,1,1.5,354.87505699999997,174
sim_1033,-0.331439103459392,1,1.46,358.470021,224
sim_1041,0.47865030426741806,0,,63.465273,451
sim_1042,0.44807291964263246,0,,68.60626500000001,451
sim_1043,0.3962005032814144,0,,77.842623,451
sim_1044,0.3007379013851341,0,,96.76598,451
sim_1045,-0.3243477096544412,1,1.58,352.818441,74
sim_1046,-0.3280055974445755,1,1.46,355.718748,76
sim_1047,-0.32001254403081686,1,1.44,349.42153099999996,73
sim_1048,-0.3290940875991562,1,1.42,356.58790799999997,124
sim_1051,0.45829814767090804,0,,66.863099,451
sim_1055,0.4817727016489109,0,,62.952242,21
sim_1056,0.44807291964263246,0,,68.60626500000001,451
sim_1057,0.3962005032814144,0,,77.842623,451
sim_1058,0.3007379013851341,0,,96.76598,451
sim_1059,-0.3243477096544412,1,1.58,352.818441,74
sim_1060,-0.3280055974445755,1,1.46,355.718748,76
sim_1061,-0.32001254403081686,1,1.44,349.42153099999996,73
sim_1062,-0.3290940875991562,1,1.42,356.58790799999997,124
sim_1065,0.45829814767090804,0,,66.863099,451
sim_1069,0.4817727016489109,0,,62.952242,21
sim_1070,0.44807291964263246,0,,68.60626500000001,451
sim_1071,0.3962005032814144,0,,77.842623,451
sim_1072,0.3007379013851341,0,,96.76598,451
sim_1073,-0.3243477096544412,1,1.58,352.818441,74
sim_1074,-0.3280055974445755,1,1.46,355.718748,76
sim_1075,-0.32001254403081686,1,1.44,349.42153099999996,73
sim_1076,-0.3290940875991562,1,1.42,356.58790799999997,124
sim_1079,0.45829814767090804,0,,66.863099,451
sim_1083,0.4817727016489109,0,,62.952242,21
sim_1084,0.44807291964263246,0,,68.60626500000001,451
sim_1085,0.3962005032814144,0,,77.842623,451
sim_1086,0.3007379013851341,0,,96.76598,451
sim_1087,-0.3243477096544412,1,1.58,352.818441,74
sim_1088,-0.3280055974445755,1,1.46,355.718748,76
sim_1089,-0.32001254403081686,1,1.44,349.42153099999996,73
sim_1090,-0.3290940875991562,1,1.42,356.58790799999997,124
sim_1093,0.45829814767090804,0,,66.863099,451
sim_1097,0.4817727016489109,0,,62.952242,21
sim_1098,0.4679962384716828,0,,65.232236,451
sim_1100,0.42227019592269743,0,,73.116462,451
sim_1101,0.3594885075544605,0,,84.805475,451
sim_1102,-0.3298192317876836,1,1.92,357.168503,64
sim_1103,-0.32647609036986847,1,1.56,354.502183,72
sim_1104,-0.32280657090641174,1,1.5,351.605867,78
sim_1105,-0.31868059560094464,1,1.48,348.386536,75
sim_1108,0.44395812603258805,0,,69.314709,451
sim_1112,0.48177326885879895,0,,62.952149000000006,23
sim_1114,0.42227019592269743,0,,73.116462,451
sim_1115,0.3594885075544605,0,,84.805475,451
sim_1116,-0.3298192317876836,1,1.92,357.168503,64
sim_1117,-0.32647609036986847,1,1.56,354.502183,72
sim_1118,-0.32280657090641174,1,1.5,351.605867,78
sim_1119,-0.31868059560094464,1,1.48,348.386536,75
sim_1122,0.44395812603258805,0,,69.314709,451
sim_1126,0.48177326885879895,0,,62.952149000000006,23
sim_1128,0.42227019592269743,0,,73.116462,451
sim_1129,0.3594885075544605,0,,84.805475,451
sim_1130,-0.3298192317876836,1,1.92,357.168503,64
sim_1131,-0.32647609036986847,1,1.56,354.502183,72
sim_1132,-0.32280657090641174,1,1.5,351.605867,78
sim_1133,-0.31868059560094464,1,1.48,348.386536,75
sim_1136,0.44395812603258805,0,,69.314709,451
sim_1140,0.48177326885879895,0,,62.952149000000006,23
sim_1142,0.42227019592269743,0,,73.116462,451
sim_1143,0.3594885075544605,0,,84.805475,451
sim_1144,-0.3298192317876836,1,1.92,357.168503,64
sim_1145,-0.32647609036986847,1,1.56,354.502183,72
sim_1146,-0.32280657090641174,1,1.5,351.605867,78
sim_1147,-0.31868059560094464,1,1.48,348.386536,75
sim_1150,0.44395812603258805,0,,69.314709,451
sim_1154,0.48177326885879895,0,,62.952149000000006,23
sim_1155,0.46608748446196707,0,,65.551513,451
sim_1157,0.42014495340642477,0,,73.49525,451
sim_1158,0.34981431616813213,0,,86.70335,451
sim_1159,-0.3271258701150319,1,1.78,355.01834,56
sim_1160,-0.31122148956809553,1,1.54,342.66439,70
sim_1161,-0.32509678449561935,1,1.48,353.409816,76
sim_1162,-0.3202407048057062,1,1.46,349.59923100000003,74
sim_1165,0.45743807163453865,0,,67.00878,451
sim_1169,0.4817730005013785,0,,62.952192999999994,21
sim_1171,0.42014495340642477,0,,73.49525,451
sim_1172,0.34981431616813213,0,,86.70335,451
sim_1173,-0.3271258701150319,1,1.78,355.01834,56
sim_1174,-0.31122148956809553,1,1.54,342.66439,70
sim_1175,-0.32509678449561935,1,1.48,353.409816,76
sim_1176,-0.3202407048057062,1,1.46,349.59923100000003,74
sim_1179,0.45743807163453865,0,,67.00878,451
sim_1183,0.4817730005013785,0,,62.952192999999994,21
sim_1185,0.42014495340642477,0,,73.49525,451
sim_1186,0.34981431616813213,0,,86.70335,451
sim_1187,-0.3271258701150319,1,1.78,355.01834,56
sim_1188,-0.31122148956809553,1,1.54,342.66439,70
sim_1189,-0.32509678449561935,1,1.48,353.409816,76
sim_1190,-0.3202407048057062,1,1.46,349.59923100000003,74
sim_1193,0.45743807163453865,0,,67.00878,451
sim_1197,0.4817730005013785,0,,62.952192999999994,21
sim_1199,0.42014495340642477,0,,73.49525,451
sim_1200,0.34981431616813213,0,,86.70335,451
sim_1201,-0.3271258701150319,1,1.78,355.01834,56
sim_1202,-0.31122148956809553,1,1.54,342.66439,70
sim_1203,-0.32509678449561935,1,1.48,353.409816,76
sim_1204,-0.3202407048057062,1,1.46,349.59923100000003,74
sim_1207,0.45743807163453865,0,,67.00878,451
sim_1211,0.4817730005013785,0,,62.952192999999994,21
sim_1212,0.4570660139097269,0,,67.071853,451
sim_1213,0.4496044645498141,0,,68.343606,451
sim_1214,0.4000811222558691,0,,77.127958,451
sim_1215,0.2934996197039257,0,,98.314732,451
sim_1216,-0.3185638160774589,1,1.6,348.295985,84
sim_1217,-0.31540890398918514,1,1.48,345.861353,77
sim_1218,-0.316491999994532,1,1.44,346.69464000000005,73
sim_1219,-0.3299739654870148,1,1.44,357.292555,105
sim_1222,0.4566921891816829,0,,67.135258,451
sim_1226,0.48177290901591646,0,,62.952208,21
sim_1227,0.4496044645498141,0,,68.343606,451
sim_1228,0.4000811222558691,0,,77.127958,451
sim_1229,0.2934996197039257,0,,98.314732,451
sim_1230,-0.3185638160774589,1,1.6,348.295985,84
sim_1231,-0.31540890398918514,1,1.48,345.861353,77
sim_1232,-0.316491999994532,1,1.44,346.69464000000005,73
sim_1233,-0.3299739654870148,1,1.44,357.292555,105
sim_1236,0.4566921891816829,0,,67.135258,451
sim_1240,0.48177290901591646,0,,62.952208,21
sim_1241,0.4496044645498141,0,,68.343606,451
sim_1242,0.4000811222558691,0,,77.127958,451
sim_1243,0.2934996197039257,0,,98.314732,451
sim_1244,-0.3185638160774589,1,1.6,348.295985,84
sim_1245,-0.31540890398918514,1,1.48,345.861353,77
sim_1246,-0.316491999994532,1,1.44,346.69464000000005,73
sim_1247,-0.3299739654870148,1,1.44,357.292555,105
sim_1250,0.4566921891816829,0,,67.135258,451
sim_1254,0.48177290901591646,0,,62.952208,21
sim_1255,0.4496044645498141,0,,68.343606,451
sim_1256,0.4000811222558691,0,,77.127958,451
sim_1257,0.2934996197039257,0,,98.314732,451
sim_1258,-0.3185638160774589,1,1.6,348.295985,84
sim_1259,-0.31540890398918514,1,1.48,345.861353,77
sim_1260,-0.316491999994532,1,1.44,346.69464000000005,73
sim_1261,-0.3299739654870148,1,1.44,357.292555,105
sim_1264,0.4566921891816829,0,,67.135258,451
sim_1268,0.48177290901591646,0,,62.952208,21
sim_1269,0.47500745524080656,0,,64.066563,451
sim_1270,0.4547883777538416,0,,67.458672,451
sim_1271,0.42500951550103977,0,,72.629892,451
sim_1272,0.37012735756244475,0,,82.749297,451
sim_1273,0.22403476723872168,0,,114.10929300000001,451
sim_1274,-0.3250631445611817,1,1.6,353.38323,93
sim_1275,-0.32264183937270824,1,1.52,351.476582,67
sim_1276,-0.32958746412284984,1,1.48,356.982799,75
sim_1279,0.45822224262113115,0,,66.875949,451
sim_1283,0.48177273214405514,0,,62.952237,21
sim_1284,0.4547883777538416,0,,67.458672,451
sim_1285,0.42500951550103977,0,,72.629892,451
sim_1286,0.37012735756244475,0,,82.749297,451
sim_1287,0.22403476723872168,0,,114.10929300000001,451
sim_1288,-0.3250631445611817,1,1.6,353.38323,93
sim_1289,-0.32264183937270824,1,1.52,351.476582,67
sim_1290,-0.32958746412284984,1,1.48,356.982799,75
sim_1293,0.45822224262113115,0,,66.875949,451
sim_1297,0.48177273214405514,0,,62.952237,21
sim_1298,0.4547883777538416,0,,67.458672,451
sim_1299,0.42500951550103977,0,,72.629892,451
sim_1300,0.37012735756244475,0,,82.749297,451
sim_1301,0.22403476723872168,0,,114.10929300000001,451
sim_1302,-0.3250631445611817,1,1.6,353.38323,93
sim_1303,-0.32264183937270824,1,1.52,351.476582,67
sim_1304,-0.32958746412284984,1,1.48,356.982799,75
sim_1307,0.45822224262113115,0,,66.875949,451
sim_1311,0.48177273214405514,0,,62.952237,21
sim_1312,0.4547883777538416,0,,67.458672,451
sim_1313,0.42500951550103977,0,,72.629892,451
sim_1314,0.37012735756244475,0,,82.749297,451
sim_1315,0.22403476723872168,0,,114.10929300000001,451
sim_1316,-0.3250631445611817,1,1.6,353.38323,93
sim_1317,-0.32264183937270824,1,1.52,351.476582,67
sim_1318,-0.32958746412284984,1,1.48,356.982799,75
sim_1321,0.45822224262113115,0,,66.875949,451
sim_1325,0.48177273214405514,0,,62.952237,21
sim_1326,0.47756538596224224,0,,63.644040000000004,451
sim_1327,0.4646300389274254,0,,65.79586,451
sim_1328,0.447044635824226,0,,68.782927,451
sim_1329,0.42586478639884057,0,,72.478358,451
sim_1330,0.390403973261651,0,,78.917557,451
sim_1331,0.3493211649551683,0,,86.800825,451
sim_1332,0.24408007949948166,0,,109.37044,451
sim_1333,-0.3106840713832598,1,1.68,342.2569,65
sim_1338,0.44088299615417126,0,,69.846796,451
sim_1340,0.4817703291305374,0,,62.952631,22
sim_1341,0.4646300389274254,0,,65.79586,451
sim_1342,0.447044635824226,0,,68.782927,451
sim_1343,0.42586478639884057,0,,72.478358,451
sim_1344,0.390403973261651,0,,78.917557,451
sim_1345,0.3493211649551683,0,,86.800825,451
sim_1346,0.24408007949948166,0,,109.37044,451
sim_1347,-0.3106840713832598,1,1.68,342.2569,65
sim_1352,0.44088299615417126,0,,69.846796,451
sim_1354,0.4817703291305374,0,,62.952631,22
sim_1355,0.4646300389274254,0,,65.79586,451
sim_1356,0.447044635824226,0,,68.782927,451
sim_1357,0.42586478639884057,0,,72.478358,451
sim_1358,0.390403973261651,0,,78.917557,451
sim_1359,0.3493211649551683,0,,86.800825,451
sim_1360,0.24408007949948166,0,,109.37044,451
sim_1361,-0.3106840713832598,1,1.68,342.2569,65
sim_1366,0.44088299615417126,0,,69.846796,451
sim_1368,0.4817703291305374,0,,62.952631,22
sim_1369,0.4646300389274254,0,,65.79586,451
sim_1370,0.447044635824226,0,,68.782927,451
sim_1371,0.42586478639884057,0,,72.478358,451
sim_1372,0.390403973261651,0,,78.917557,451
sim_1373,0.3493211649551683,0,,86.800825,451
sim_1374,0.24408007949948166,0,,109.37044,451
sim_1375,-0.3106840713832598,1,1.68,342.2569,65
sim_1380,0.44088299615417126,0,,69.846796,451
sim_1382,0.4817703291305374,0,,62.952631,22
sim_1383,0.48067655402145576,0,,63.1321,451
sim_1384,0.4689045274812002,0,,65.08059800000001,451
sim_1385,0.4574150134344516,0,,67.012688,451
sim_1386,0.443609230957122,0,,69.374964,451
sim_1387,0.4244958554847055,0,,72.720988,451
sim_1388,0.40419359139618755,0,,76.37490600000001,451
sim_1389,0.3855566678667641,0,,79.82336799999999,451
sim_1390,0.2921302987208201,0,,98.609673,451
sim_1391,0.4788609702713987,0,,63.43059099999999,451
sim_1392,0.47625827921011665,0,,63.859767000000005,451
sim_1393,0.4737364626713423,0,,64.277053,451
sim_1394,0.47128776411010026,0,,64.683609,451
sim_1395,0.4689201528504451,0,,65.077991,451
sim_1396,0.4666450331092264,0,,65.458166,451
sim_1397,0.462372194611078,0,,66.175359,451
sim_1398,0.4689045274812002,0,,65.08059800000001,451
sim_1399,0.4574150134344516,0,,67.012688,451
sim_1400,0.443609230957122,0,,69.374964,451
sim_1401,0.4244958554847055,0,,72.720988,451
sim_1402,0.40419359139618755,0,,76.37490600000001,451
sim_1403,0.3855566678667641,0,,79.82336799999999,451
sim_1404,0.2921302987208201,0,,98.609673,451
sim_1405,0.4788609702713987,0,,63.43059099999999,451
sim_1406,0.47625827921011665,0,,63.859767000000005,451
sim_1407,0.4737364626713423,0,,64.277053,451
sim_1408,0.47128776411010026,0,,64.683609,451
sim_1409,0.4689201528504451,0,,65.077991,451
sim_1410,0.4666450331092264,0,,65.458166,451
sim_1411,0.462372194611078,0,,66.175359,451
sim_1412,0.4689045274812002,0,,65.08059800000001,451
sim_1413,0.4574150134344516,0,,67.012688,451
sim_1414,0.443609230957122,0,,69.374964,451
sim_1415,0.4244958554847055,0,,72.720988,451
sim_1416,0.40419359139618755,0,,76.37490600000001,451
sim_1417,0.3855566678667641,0,,79.82336799999999,451
sim_1418,0.2921302987208201,0,,98.609673,451
sim_1419,0.4788609702713987,0,,63.43059099999999,451
sim_1420,0.47625827921011665,0,,63.859767000000005,451
sim_1421,0.4737364626713423,0,,64.277053,451
sim_1422,0.47128776411010026,0,,64.683609,451
sim_1423,0.4689201528504451,0,,65.077991,451
sim_1424,0.4666450331092264,0,,65.458166,451
sim_1425,0.462372194611078,0,,66.175359,451
sim_1426,0.4689045274812002,0,,65.08059800000001,451
sim_1427,0.4574150134344516,0,,67.012688,451
sim_1428,0.443609230957122,0,,69.374964,451
sim_1429,0.4244958554847055,0,,72.720988,451
sim_1430,0.40419359139618755,0,,76.37490600000001,451
sim_1431,0.3855566678667641,0,,79.82336799999999,451
sim_1432,0.2921302987208201,0,,98.609673,451
sim_1433,0.4788609702713987,0,,63.43059099999999,451
sim_1434,0.47625827921011665,0,,63.859767000000005,451
sim_1435,0.4737364626713423,0,,64.277053,451
sim_1436,0.47128776411010026,0,,64.683609,451
sim_1437,0.4689201528504451,0,,65.077991,451
sim_1438,0.4666450331092264,0,,65.458166,451
sim_1439,0.462372194611078,0,,66.175359,451
sim_1440,0.4652012564833375,0,,65.700035,451
sim_1442,0.3944745503107185,0,,78.16175700000001,451
sim_1443,0.2591963613646335,0,,105.89663300000001,451
sim_1444,-0.3065769313523644,1,1.54,339.16357600000003,72
sim_1445,-0.32754618459035434,1,1.44,355.352751,75
sim_1446,-0.31971991984736015,1,1.42,349.193799,73
sim_1447,-0.3257305684006276,1,1.4,353.911198,103
sim_1450,0.4552122239670082,0,,67.386597,451
sim_1453,0.48177273214405514,0,,62.952237,24
sim_1454,0.48177273214405514,0,,62.952237,22
sim_1456,0.3944745503107185,0,,78.16175700000001,451
sim_1457,0.2591963613646335,0,,105.89663300000001,451
sim_1458,-0.3065769313523644,1,1.54,339.16357600000003,72
sim_1459,-0.32754618459035434,1,1.44,355.352751,75
sim_1460,-0.31971991984736015,1,1.42,349.193799,73
sim_1461,-0.3257305684006276,1,1.4,353.911198,103
sim_1464,0.4552122239670082,0,,67.386597,451
sim_1467,0.48177273214405514,0,,62.952237,24
sim_1468,0.48177273214405514,0,,62.952237,22
sim_1470,0.3944745503107185,0,,78.16175700000001,451
sim_1471,0.2591963613646335,0,,105.89663300000001,451
sim_1472,-0.3065769313523644,1,1.54,339.16357600000003,72
sim_1473,-0.32754618459035434,1,1.44,355.352751,75
sim_1474,-0.31971991984736015,1,1.42,349.193799,73
sim_1475,-0.3257305684006276,1,1.4,353.911198,103
sim_1478,0.4552122239670082,0,,67.386597,451
sim_1481,0.48177273214405514,0,,62.952237,24
sim_1482,0.48177273214405514,0,,62.952237,22
sim_1484,0.3944745503107185,0,,78.16175700000001,451
sim_1485,0.2591963613646335,0,,105.89663300000001,451
sim_1486,-0.3065769313523644,1,1.54,339.16357600000003,72
sim_1487,-0.32754618459035434,1,1.44,355.352751,75
sim_1488,-0.31971991984736015,1,1.42,349.193799,73
sim_1489,-0.3257305684006276,1,1.4,353.911198,103
sim_1492,0.4552122239670082,0,,67.386597,451
sim_1495,0.48177273214405514,0,,62.952237,24
sim_1496,0.48177273214405514,0,,62.952237,22
sim_1497,0.4817727077479396,0,,62.952241,451
sim_1499,0.395675149304966,0,,77.939679,451
sim_1500,0.2641941391475101,0,,104.766389,451
sim_1501,-0.31466742886309307,1,1.54,345.292413,91
sim_1502,-0.3266780697476232,1,1.44,354.66252,75
